0.1900815,-0.05284137,-0.2177356
0.209976,-0.05182208,-0.2000251
0.2234266,-0.05103716,-0.1851189
0.2319003,-0.02346418,-0.1820395
0.2165232,-0.02521171,-0.1989685
0.1928778,-0.03260328,-0.2206215
0.1933811,-0.01179454,-0.2207566
0.2149324,-0.001863385,-0.2021357
0.2325868,0.001509771,-0.1815457
0.1779221,-0.004164468,-0.2371191
0.2008168,0.003970257,-0.218481
0.2233991,0.002095571,-0.1944848
0.2236753,-0.01624194,-0.1930727
0.2021976,-0.01814338,-0.2165499
0.1774552,-0.02251789,-0.2365116
0.1752166,-0.05027148,-0.2324241
0.1948722,-0.05007751,-0.2162983
0.2187964,-0.04909828,-0.1917588
0.1665193,-0.05180336,-0.2377492
0.1852207,-0.05161428,-0.2233625
0.2051306,-0.05080787,-0.2045816
0.208098,-0.02939209,-0.2062114
0.1894856,-0.02375147,-0.2267475
0.1612122,-0.02519862,-0.2496582
0.1602122,-0.002161428,-0.2516909
0.1863177,0.001453369,-0.2314312
0.2078538,-0.003817322,-0.2091383
0.1593139,-0.07026346,-0.2393228
0.1817576,-0.07055704,-0.2232331
0.2019295,-0.07034945,-0.203258
0.2047769,-0.05536628,-0.2057536
0.1866646,-0.0483596,-0.2261664
0.1607969,-0.05116478,-0.2430194
0.1611532,-0.02134582,-0.2503461
0.185642,-0.01899102,-0.2303736
0.206718,-0.02248253,-0.2084685
0.1783103,-0.02417007,-0.2349181
0.2006825,-0.0177446,-0.2178395
0.2220308,-0.01824917,-0.1935704
0.2212587,-0.04072212,-0.1926489
0.201767,-0.04249769,-0.2126154
0.1706086,-0.006014172,-0.22807
0.1689885,-0.02438801,-0.2266329
0.1893653,-0.02421798,-0.2099589
0.2161213,-0.06893649,-0.1897834
0.1880796,-0.07274276,-0.2141296
0.2091224,-0.07126214,-0.1955095
0.2229382,-0.07008886,-0.1821898
0.2300232,-0.04949469,-0.1799735
0.2146752,-0.05183877,-0.1972736
0.1905763,-0.06038168,-0.2154786
0.1929295,-0.02739036,-0.2207185
0.2149521,-0.02036871,-0.2003927
0.2310665,-0.01878555,-0.1824641
0.1853779,-0.0902428,-0.2080467
0.2054542,-0.09000751,-0.1906766
0.2204509,-0.08959131,-0.1751994
0.2259652,-0.07046017,-0.1760789
0.211397,-0.07100692,-0.1929537
0.1878468,-0.0764157,-0.211955
0.1914467,-0.04127441,-0.2175743
0.2124341,-0.03845686,-0.1974161
0.2255834,-0.03836966,-0.1827936
0.177104,-0.04028235,-0.2300264
0.1975923,-0.03756141,-0.2137526
0.2187857,-0.03839615,-0.191812
0.2165798,-0.06714239,-0.1892436
0.1980918,-0.06680176,-0.2098981
0.1738683,-0.07250032,-0.227085
0.1705481,-0.08893724,-0.223789
0.1915158,-0.08929345,-0.2069691
0.2116507,-0.08879441,-0.1861374
0.1569442,-0.09112086,-0.232869
0.1761627,-0.09077986,-0.2202526
0.1964244,-0.09089713,-0.1999215
0.2002446,-0.07430235,-0.2025233
0.1827238,-0.06984805,-0.221568
0.1581196,-0.0255598,-0.2393677
0.1584775,0.004031672,-0.2415555
0.1797279,0.005805997,-0.2267004
0.201008,0.005488086,-0.2046859
